rating,genre,theater_date,dvd_date,runtime
PG,Drama,"Mar 7, 1980","May 6, 2003",125 minutes
PG,Musical,"Mar 7, 1980","May 6, 2003",125 minutes
PG,Performing Arts,"Mar 7, 1980","May 6, 2003",125 minutes
R,Comedy,"Jul 26, 2013","Nov 19, 2013",104 minutes
R,Documentary,"Sep 16, 1998","Feb 23, 1999",88 minutes
R,Drama,"Sep 16, 1998","Feb 23, 1999",88 minutes
PG,Drama,"Jan 1, 1978","Sep 7, 1999",113 minutes
PG,Musical,"Jan 1, 1978","Sep 7, 1999",113 minutes
PG,Performing Arts,"Jan 1, 1978","Sep 7, 1999",113 minutes
R,Drama,"Apr 13, 2018","Aug 7, 2018",104 minutes
R,Action,"Oct 5, 1984","Mar 13, 2007",101 minutes
R,Adventure,"Oct 5, 1984","Mar 13, 2007",101 minutes
R,Art House,"Oct 5, 1984","Mar 13, 2007",101 minutes
R,International,"Oct 5, 1984","Mar 13, 2007",101 minutes
PG-13,Comedy,"Feb 11, 2005","Jun 14, 2005",120 minutes
PG-13,Romance,"Feb 11, 2005","Jun 14, 2005",120 minutes
R,Drama,"Sep 24, 1993","Feb 3, 2004",87 minutes
R,Mystery,"Sep 24, 1993","Feb 3, 2004",87 minutes
R,Suspense,"Sep 24, 1993","Feb 3, 2004",87 minutes
PG-13,Action,"Oct 20, 2006","Feb 20, 2007",130 minutes
PG-13,Adventure,"Oct 20, 2006","Feb 20, 2007",130 minutes
PG-13,Drama,"Oct 20, 2006","Feb 20, 2007",130 minutes
PG-13,Mystery,"Oct 20, 2006","Feb 20, 2007",130 minutes
PG-13,Suspense,"Oct 20, 2006","Feb 20, 2007",130 minutes
NR,Art House,"Feb 5, 2010","Nov 16, 2010",91 minutes
NR,International,"Feb 5, 2010","Nov 16, 2010",91 minutes
NR,Drama,"Feb 5, 2010","Nov 16, 2010",91 minutes
NR,Romance,"Feb 5, 2010","Nov 16, 2010",91 minutes
PG-13,Action,"Oct 23, 2015","Feb 2, 2016",105 minutes
PG-13,Adventure,"Oct 23, 2015","Feb 2, 2016",105 minutes
PG-13,Science Fiction,"Oct 23, 2015","Feb 2, 2016",105 minutes
PG-13,Fantasy,"Oct 23, 2015","Feb 2, 2016",105 minutes
R,Action,"Sep 25, 1992","Mar 30, 1999",113 minutes
R,Adventure,"Sep 25, 1992","Mar 30, 1999",113 minutes
R,Comedy,"Sep 25, 1992","Mar 30, 1999",113 minutes
R,Horror,"Sep 25, 1992","Mar 30, 1999",113 minutes
R,Romance,"Sep 25, 1992","Mar 30, 1999",113 minutes
PG-13,Action,"Oct 17, 2008","Jan 20, 2009",100 minutes
PG-13,Adventure,"Oct 17, 2008","Jan 20, 2009",100 minutes
PG-13,Drama,"Oct 17, 2008","Jan 20, 2009",100 minutes
PG-13,Mystery,"Oct 17, 2008","Jan 20, 2009",100 minutes
PG-13,Suspense,"Oct 17, 2008","Jan 20, 2009",100 minutes
NR,Art House,"Jan 1, 1987","Sep 4, 2001",85 minutes
NR,International,"Jan 1, 1987","Sep 4, 2001",85 minutes
NR,Horror,"Jan 1, 1987","Sep 4, 2001",85 minutes
NR,Mystery,"Jan 1, 1987","Sep 4, 2001",85 minutes
NR,Suspense,"Jan 1, 1987","Sep 4, 2001",85 minutes
PG-13,Action,"May 2, 2003","Nov 25, 2003",134 minutes
PG-13,Adventure,"May 2, 2003","Nov 25, 2003",134 minutes
PG-13,Science Fiction,"May 2, 2003","Nov 25, 2003",134 minutes
PG-13,Fantasy,"May 2, 2003","Nov 25, 2003",134 minutes
PG,Action,"Mar 4, 2011","Jul 15, 2011",107 minutes
PG,Adventure,"Mar 4, 2011","Jul 15, 2011",107 minutes
PG,Animation,"Mar 4, 2011","Jul 15, 2011",107 minutes
PG,Kids,"Mar 4, 2011","Jul 15, 2011",107 minutes
PG,Family,"Mar 4, 2011","Jul 15, 2011",107 minutes
PG,Drama,"Nov 27, 2013","Apr 15, 2014",92 minutes
PG,Musical,"Nov 27, 2013","Apr 15, 2014",92 minutes
PG,Performing Arts,"Nov 27, 2013","Apr 15, 2014",92 minutes
PG,Faith,"Nov 27, 2013","Apr 15, 2014",92 minutes
PG,Spirituality,"Nov 27, 2013","Apr 15, 2014",92 minutes
G,Animation,"Jul 28, 1989","Jan 20, 2004",75 minutes
G,Art House,"Jul 28, 1989","Jan 20, 2004",75 minutes
G,International,"Jul 28, 1989","Jan 20, 2004",75 minutes
G,Kids,"Jul 28, 1989","Jan 20, 2004",75 minutes
G,Family,"Jul 28, 1989","Jan 20, 2004",75 minutes
R,Art House,"May 21, 2007","Oct 7, 2008",84 minutes
R,International,"May 21, 2007","Oct 7, 2008",84 minutes
R,Drama,"May 21, 2007","Oct 7, 2008",84 minutes
PG-13,Action,"Dec 17, 2004","Mar 1, 2005",112 minutes
PG-13,Adventure,"Dec 17, 2004","Mar 1, 2005",112 minutes
PG-13,Drama,"Dec 17, 2004","Mar 1, 2005",112 minutes
R,Comedy,"Jul 25, 2003","Nov 18, 2003",113 minutes
R,Drama,"Jul 25, 2003","Nov 18, 2003",113 minutes
PG-13,Art House,"Dec 4, 2015","May 3, 2016",97 minutes
PG-13,International,"Dec 4, 2015","May 3, 2016",97 minutes
PG-13,Drama,"Dec 4, 2015","May 3, 2016",97 minutes
PG-13,Mystery,"Dec 4, 2015","May 3, 2016",97 minutes
PG-13,Suspense,"Dec 4, 2015","May 3, 2016",97 minutes
PG-13,Romance,"Dec 4, 2015","May 3, 2016",97 minutes
PG-13,Comedy,"Mar 1, 1997","Mar 14, 2000",104 minutes
PG-13,Romance,"Mar 1, 1997","Mar 14, 2000",104 minutes
NR,Drama,"Oct 8, 1984","Sep 7, 2004",95 minutes
NR,Mystery,"Oct 8, 1984","Sep 7, 2004",95 minutes
NR,Suspense,"Oct 8, 1984","Sep 7, 2004",95 minutes
NR,Television,"Oct 8, 1984","Sep 7, 2004",95 minutes
PG,Art House,"Oct 8, 1975","Jan 23, 2001",95 minutes
PG,International,"Oct 8, 1975","Jan 23, 2001",95 minutes
PG,Drama,"Oct 8, 1975","Jan 23, 2001",95 minutes
PG,Classics,"Nov 16, 1946","Aug 5, 2003",86 minutes
PG,Drama,"Nov 16, 1946","Aug 5, 2003",86 minutes
PG,Mystery,"Nov 16, 1946","Aug 5, 2003",86 minutes
PG,Suspense,"Nov 16, 1946","Aug 5, 2003",86 minutes
PG-13,Action,"Dec 3, 2004","Mar 29, 2005",119 minutes
PG-13,Adventure,"Dec 3, 2004","Mar 29, 2005",119 minutes
PG-13,Art House,"Dec 3, 2004","Mar 29, 2005",119 minutes
PG-13,International,"Dec 3, 2004","Mar 29, 2005",119 minutes
PG-13,Drama,"Dec 3, 2004","Mar 29, 2005",119 minutes
R,Action,"Oct 10, 2002","Nov 18, 2003",92 minutes
R,Adventure,"Oct 10, 2002","Nov 18, 2003",92 minutes
R,Anime,"Oct 10, 2002","Nov 18, 2003",92 minutes
R,Manga,"Oct 10, 2002","Nov 18, 2003",92 minutes
R,Art House,"Oct 10, 2002","Nov 18, 2003",92 minutes
R,International,"Oct 10, 2002","Nov 18, 2003",92 minutes
R,Science Fiction,"Oct 10, 2002","Nov 18, 2003",92 minutes
R,Fantasy,"Oct 10, 2002","Nov 18, 2003",92 minutes
PG,Art House,"Jun 3, 2009","Nov 3, 2009",102 minutes
PG,International,"Jun 3, 2009","Nov 3, 2009",102 minutes
PG,Documentary,"Jun 3, 2009","Nov 3, 2009",102 minutes
PG,Faith,"Jun 3, 2009","Nov 3, 2009",102 minutes
PG,Spirituality,"Jun 3, 2009","Nov 3, 2009",102 minutes
R,Comedy,"Jan 31, 1997","Dec 10, 1997",91 minutes
R,Drama,"Jan 31, 1997","Dec 10, 1997",91 minutes
PG,Classics,"Aug 1, 1971","Mar 6, 2000",99 minutes
PG,Science Fiction,"Aug 1, 1971","Mar 6, 2000",99 minutes
PG,Fantasy,"Aug 1, 1971","Mar 6, 2000",99 minutes
NR,Art House,"May 3, 1996","Jan 11, 2005",99 minutes
NR,International,"May 3, 1996","Jan 11, 2005",99 minutes
NR,Comedy,"May 3, 1996","Jan 11, 2005",99 minutes
NR,Horror,"May 3, 1996","Jan 11, 2005",99 minutes
NR,Mystery,"May 3, 1996","Jan 11, 2005",99 minutes
NR,Suspense,"May 3, 1996","Jan 11, 2005",99 minutes
R,Drama,"Sep 13, 1995","Jan 5, 1999",129 minutes
R,Mystery,"Sep 13, 1995","Jan 5, 1999",129 minutes
R,Suspense,"Sep 13, 1995","Jan 5, 1999",129 minutes
R,Comedy,"Apr 29, 1994","Feb 15, 2000",124 minutes
R,Drama,"Apr 29, 1994","Feb 15, 2000",124 minutes
R,Romance,"Apr 29, 1994","Feb 15, 2000",124 minutes
NR,Classics,"Jan 1, 1959","Aug 3, 2004",95 minutes
NR,Comedy,"Jan 1, 1959","Aug 3, 2004",95 minutes
NR,Romance,"Jan 1, 1959","Aug 3, 2004",95 minutes
R,Drama,"Oct 3, 1997","Oct 6, 1998",117 minutes
R,Mystery,"Oct 3, 1997","Oct 6, 1998",117 minutes
R,Suspense,"Oct 3, 1997","Oct 6, 1998",117 minutes
NR,Art House,"Jan 1, 1986","Mar 20, 1991",88 minutes
NR,International,"Jan 1, 1986","Mar 20, 1991",88 minutes
NR,Drama,"Jan 1, 1986","Mar 20, 1991",88 minutes
PG,Drama,"Jun 1, 1994","Nov 7, 2006",112 minutes
PG,Special Interest,"Jun 1, 1994","Nov 7, 2006",112 minutes
PG,Sports,"Jun 1, 1994","Nov 7, 2006",112 minutes
PG,Fitness,"Jun 1, 1994","Nov 7, 2006",112 minutes
R,Comedy,"Mar 1, 2002","Sep 17, 2002",95 minutes
R,Mystery,"Mar 1, 2002","Sep 17, 2002",95 minutes
R,Suspense,"Mar 1, 2002","Sep 17, 2002",95 minutes
R,Romance,"Mar 1, 2002","Sep 17, 2002",95 minutes
NR,Art House,"Aug 26, 2011","Jan 17, 2012",95 minutes
NR,International,"Aug 26, 2011","Jan 17, 2012",95 minutes
NR,Drama,"Aug 26, 2011","Jan 17, 2012",95 minutes
PG-13,Comedy,"Jun 1, 1991","May 9, 1991",94 minutes
PG,Action,"Apr 10, 1998","Oct 2, 2001",93 minutes
PG,Adventure,"Apr 10, 1998","Oct 2, 2001",93 minutes
PG,Comedy,"Apr 10, 1998","Oct 2, 2001",93 minutes
PG,Kids,"Apr 10, 1998","Oct 2, 2001",93 minutes
PG,Family,"Apr 10, 1998","Oct 2, 2001",93 minutes
NR,Classics,"Aug 17, 1957","Jun 9, 2009",105 minutes
NR,Comedy,"Aug 17, 1957","Jun 9, 2009",105 minutes
NR,Drama,"Aug 17, 1957","Jun 9, 2009",105 minutes
R,Action,"Sep 1, 2000","Feb 20, 2001",85 minutes
R,Adventure,"Sep 1, 2000","Feb 20, 2001",85 minutes
R,Science Fiction,"Sep 1, 2000","Feb 20, 2001",85 minutes
R,Fantasy,"Sep 1, 2000","Feb 20, 2001",85 minutes
PG-13,Action,"Jan 1, 1985","May 31, 1999",133 minutes
PG-13,Adventure,"Jan 1, 1985","May 31, 1999",133 minutes
PG-13,Drama,"Jan 1, 1985","May 31, 1999",133 minutes
PG-13,Western,"Jan 1, 1985","May 31, 1999",133 minutes
R,Drama,"Aug 12, 2016","Nov 22, 2016",102 minutes
R,Mystery,"Aug 12, 2016","Nov 22, 2016",102 minutes
R,Suspense,"Aug 12, 2016","Nov 22, 2016",102 minutes
R,Drama,"Nov 15, 2013","Feb 25, 2014",115 minutes
PG,Action,"Dec 20, 1965","Oct 19, 1999",125 minutes
PG,Adventure,"Dec 20, 1965","Oct 19, 1999",125 minutes
PG,Classics,"Dec 20, 1965","Oct 19, 1999",125 minutes
PG,Drama,"Dec 20, 1965","Oct 19, 1999",125 minutes
PG,Mystery,"Dec 20, 1965","Oct 19, 1999",125 minutes
PG,Suspense,"Dec 20, 1965","Oct 19, 1999",125 minutes
R,Art House,"May 16, 1994","Nov 16, 1999",104 minutes
R,International,"May 16, 1994","Nov 16, 1999",104 minutes
R,Drama,"May 16, 1994","Nov 16, 1999",104 minutes
R,Drama,"Oct 15, 1999","Feb 15, 2000",101 minutes
NR,Action,"Feb 23, 2018","Jul 24, 2018",141 minutes
NR,Adventure,"Feb 23, 2018","Jul 24, 2018",141 minutes
NR,Science Fiction,"Apr 27, 1955","Jan 30, 2001",76 minutes
NR,Fantasy,"Apr 27, 1955","Jan 30, 2001",76 minutes
NR,Art House,"Nov 17, 2000","Dec 9, 2003",97 minutes
NR,International,"Nov 17, 2000","Dec 9, 2003",97 minutes
NR,Drama,"Nov 17, 2000","Dec 9, 2003",97 minutes
R,Action,"Apr 17, 2009","Sep 8, 2009",85 minutes
R,Adventure,"Apr 17, 2009","Sep 8, 2009",85 minutes
R,Comedy,"Apr 17, 2009","Sep 8, 2009",85 minutes
PG-13,Comedy,"Nov 16, 1984","Mar 6, 2007",95 minutes
PG-13,Horror,"Nov 16, 1984","Mar 6, 2007",95 minutes
PG-13,Science Fiction,"Nov 16, 1984","Mar 6, 2007",95 minutes
PG-13,Fantasy,"Nov 16, 1984","Mar 6, 2007",95 minutes
NR,Documentary,"Mar 8, 2008","Sep 29, 2009",80 minutes
NR,Musical,"Mar 8, 2008","Sep 29, 2009",80 minutes
NR,Performing Arts,"Mar 8, 2008","Sep 29, 2009",80 minutes
NR,Classics,"Dec 29, 1939","May 6, 2003",94 minutes
NR,Comedy,"Dec 29, 1939","May 6, 2003",94 minutes
NR,Western,"Dec 29, 1939","May 6, 2003",94 minutes
R,Action,"Apr 17, 1997","Oct 20, 1998",106 minutes
R,Adventure,"Apr 17, 1997","Oct 20, 1998",106 minutes
R,Comedy,"Apr 17, 1997","Oct 20, 1998",106 minutes
R,Drama,"Apr 17, 1997","Oct 20, 1998",106 minutes
R,Mystery,"Apr 17, 1997","Oct 20, 1998",106 minutes
R,Suspense,"Apr 17, 1997","Oct 20, 1998",106 minutes
PG,Comedy,"Sep 19, 2003","Feb 3, 2004",107 minutes
PG,Drama,"Sep 19, 2003","Feb 3, 2004",107 minutes
PG,Kids,"Sep 19, 2003","Feb 3, 2004",107 minutes
PG,Family,"Sep 19, 2003","Feb 3, 2004",107 minutes
PG,Action,"Mar 11, 1977","Jun 15, 1998",114 minutes
PG,Adventure,"Mar 11, 1977","Jun 15, 1998",114 minutes
PG,Drama,"Mar 11, 1977","Jun 15, 1998",114 minutes
PG,Mystery,"Mar 11, 1977","Jun 15, 1998",114 minutes
PG,Suspense,"Mar 11, 1977","Jun 15, 1998",114 minutes
R,Drama,"Nov 13, 2015","Mar 22, 2016",85 minutes
NR,Art House,"Jan 1, 1999","Oct 24, 2000",94 minutes
NR,International,"Jan 1, 1999","Oct 24, 2000",94 minutes
NR,Drama,"Jan 1, 1999","Oct 24, 2000",94 minutes
PG-13,Drama,"Feb 9, 2018","May 22, 2018",120 minutes
PG,Comedy,"Apr 12, 1985","Jul 26, 2005",90 minutes
R,Drama,"Jan 12, 2007","May 1, 2007",118 minutes
R,Mystery,"Jan 12, 2007","May 1, 2007",118 minutes
R,Suspense,"Jan 12, 2007","May 1, 2007",118 minutes
PG-13,Action,"Sep 17, 1999","Dec 26, 2000",90 minutes
PG-13,Adventure,"Sep 17, 1999","Dec 26, 2000",90 minutes
PG-13,Comedy,"Sep 17, 1999","Dec 26, 2000",90 minutes
NR,Classics,"Sep 16, 1965","Feb 22, 2005",140 minutes
NR,Drama,"Sep 16, 1965","Feb 22, 2005",140 minutes
PG,Action,"Nov 27, 2002","Apr 29, 2003",95 minutes
PG,Adventure,"Nov 27, 2002","Apr 29, 2003",95 minutes
PG,Animation,"Nov 27, 2002","Apr 29, 2003",95 minutes
PG,Kids,"Nov 27, 2002","Apr 29, 2003",95 minutes
PG,Family,"Nov 27, 2002","Apr 29, 2003",95 minutes
PG,Science Fiction,"Nov 27, 2002","Apr 29, 2003",95 minutes
PG,Fantasy,"Nov 27, 2002","Apr 29, 2003",95 minutes
R,Drama,"Jul 18, 2014","Dec 9, 2014",107 minutes
R,Science Fiction,"Jul 18, 2014","Dec 9, 2014",107 minutes
R,Fantasy,"Jul 18, 2014","Dec 9, 2014",107 minutes
PG,Classics,"Jan 1, 1973","Nov 28, 2000",90 minutes
PG,Drama,"Jan 1, 1973","Nov 28, 2000",90 minutes
PG,Musical,"Jan 1, 1973","Nov 28, 2000",90 minutes
PG,Performing Arts,"Jan 1, 1973","Nov 28, 2000",90 minutes
PG-13,Drama,"Sep 26, 2008","Jun 9, 2009",109 minutes
PG-13,Action,"Jul 23, 2004","Dec 7, 2004",108 minutes
PG-13,Adventure,"Jul 23, 2004","Dec 7, 2004",108 minutes
PG-13,Drama,"Jul 23, 2004","Dec 7, 2004",108 minutes
PG-13,Mystery,"Jul 23, 2004","Dec 7, 2004",108 minutes
PG-13,Suspense,"Jul 23, 2004","Dec 7, 2004",108 minutes
R,Art House,"Jan 1, 1984","Apr 1, 2008",188 minutes
R,International,"Jan 1, 1984","Apr 1, 2008",188 minutes
R,Comedy,"Jan 1, 1984","Apr 1, 2008",188 minutes
R,Drama,"Jan 1, 1984","Apr 1, 2008",188 minutes
PG,Comedy,"Jun 25, 1993","Jan 28, 2003",94 minutes
PG,Kids,"Jun 25, 1993","Jan 28, 2003",94 minutes
PG,Family,"Jun 25, 1993","Jan 28, 2003",94 minutes
G,Animation,"Jan 1, 1992","Mar 12, 2002",80 minutes
G,Comedy,"Jan 1, 1992","Mar 12, 2002",80 minutes
G,Kids,"Jan 1, 1992","Mar 12, 2002",80 minutes
G,Family,"Jan 1, 1992","Mar 12, 2002",80 minutes
R,Action,"Jan 1, 2002","Jan 28, 2002",105 minutes
R,Adventure,"Jan 1, 2002","Jan 28, 2002",105 minutes
R,Drama,"Jan 1, 2002","Jan 28, 2002",105 minutes
R,Mystery,"Jan 1, 2002","Jan 28, 2002",105 minutes
R,Suspense,"Jan 1, 2002","Jan 28, 2002",105 minutes
PG-13,Documentary,"Sep 11, 1998","Feb 16, 1999",119 minutes
PG-13,Drama,"Sep 11, 1998","Feb 16, 1999",119 minutes
PG,Art House,"Oct 10, 1980","Mar 29, 2005",179 minutes
PG,International,"Oct 10, 1980","Mar 29, 2005",179 minutes
PG,Classics,"Oct 10, 1980","Mar 29, 2005",179 minutes
PG,Drama,"Oct 10, 1980","Mar 29, 2005",179 minutes
PG-13,Drama,"Nov 28, 2014","Mar 31, 2015",114 minutes
PG-13,Mystery,"Nov 28, 2014","Mar 31, 2015",114 minutes
PG-13,Suspense,"Nov 28, 2014","Mar 31, 2015",114 minutes
NR,Drama,"Jan 13, 2006","Sep 5, 2006",120 minutes
NR,Television,"Jan 13, 2006","Sep 5, 2006",120 minutes
PG-13,Action,"Sep 30, 2005","Dec 26, 2005",110 minutes
PG-13,Adventure,"Sep 30, 2005","Dec 26, 2005",110 minutes
PG-13,Mystery,"Sep 30, 2005","Dec 26, 2005",110 minutes
PG-13,Suspense,"Sep 30, 2005","Dec 26, 2005",110 minutes
PG-13,Action,"Dec 18, 1963","Mar 25, 2008",108 minutes
PG-13,Adventure,"Dec 18, 1963","Mar 25, 2008",108 minutes
PG-13,Classics,"Dec 18, 1963","Mar 25, 2008",108 minutes
PG-13,Drama,"Dec 18, 1963","Mar 25, 2008",108 minutes
G,Comedy,"Aug 11, 2004","Dec 14, 2004",113 minutes
G,Kids,"Aug 11, 2004","Dec 14, 2004",113 minutes
G,Family,"Aug 11, 2004","Dec 14, 2004",113 minutes
NR,Art House,"Jan 1, 1997","Dec 23, 2008",105 minutes
NR,International,"Jan 1, 1997","Dec 23, 2008",105 minutes
NR,Drama,"Jan 1, 1997","Dec 23, 2008",105 minutes
G,Drama,"Jan 29, 1992","Feb 9, 2015",114 minutes
G,Romance,"Jan 29, 1992","Feb 9, 2015",114 minutes
NR,Drama,"Feb 6, 1992","Jun 19, 2001",113 minutes
PG-13,Drama,"Nov 25, 2015","Mar 1, 2016",132 minutes
R,Action,"Dec 9, 1994","May 25, 1999",101 minutes
R,Adventure,"Dec 9, 1994","May 25, 1999",101 minutes
R,Comedy,"Nov 18, 2016","Feb 14, 2017",98 minutes
R,Drama,"Nov 18, 2016","Feb 14, 2017",98 minutes
PG-13,Action,"Apr 29, 2011","Oct 4, 2011",131 minutes
PG-13,Adventure,"Apr 29, 2011","Oct 4, 2011",131 minutes
PG-13,Drama,"Apr 29, 2011","Oct 4, 2011",131 minutes
PG-13,Mystery,"Apr 29, 2011","Oct 4, 2011",131 minutes
PG-13,Suspense,"Apr 29, 2011","Oct 4, 2011",131 minutes
R,Action,"Sep 26, 1997","May 25, 1999",117 minutes
R,Adventure,"Sep 26, 1997","May 25, 1999",117 minutes
R,Mystery,"Sep 26, 1997","May 25, 1999",117 minutes
R,Suspense,"Sep 26, 1997","May 25, 1999",117 minutes
PG-13,Action,"Oct 9, 1992","May 14, 2002",142 minutes
PG-13,Adventure,"Oct 9, 1992","May 14, 2002",142 minutes
PG-13,Art House,"Oct 9, 1992","May 14, 2002",142 minutes
PG-13,International,"Oct 9, 1992","May 14, 2002",142 minutes
PG-13,Classics,"Oct 9, 1992","May 14, 2002",142 minutes
PG-13,Drama,"Oct 9, 1992","May 14, 2002",142 minutes
PG,Action,"Nov 11, 1994","Oct 13, 1998",97 minutes
PG,Adventure,"Nov 11, 1994","Oct 13, 1998",97 minutes
PG,Comedy,"Nov 11, 1994","Oct 13, 1998",97 minutes
PG,Kids,"Nov 11, 1994","Oct 13, 1998",97 minutes
PG,Family,"Nov 11, 1994","Oct 13, 1998",97 minutes
PG,Science Fiction,"Nov 11, 1994","Oct 13, 1998",97 minutes
PG,Fantasy,"Nov 11, 1994","Oct 13, 1998",97 minutes
R,Horror,"Feb 12, 1982","Aug 28, 2001",90 minutes
R,Action,"Jun 1, 1990","May 22, 1991",119 minutes
R,Adventure,"Jun 1, 1990","May 22, 1991",119 minutes
R,Drama,"Jun 1, 1990","May 22, 1991",119 minutes
NR,Classics,"Oct 5, 1962","Sep 13, 2012",125 minutes
NR,Drama,"Oct 5, 1962","Sep 13, 2012",125 minutes
NR,Musical,"Oct 5, 1962","Sep 13, 2012",125 minutes
NR,Performing Arts,"Oct 5, 1962","Sep 13, 2012",125 minutes
NR,Art House,"Jan 1, 1983","Jul 15, 1992",108 minutes
NR,International,"Jan 1, 1983","Jul 15, 1992",108 minutes
NR,Drama,"Jan 1, 1983","Jul 15, 1992",108 minutes
NR,Documentary,"Mar 17, 1982","Mar 26, 2002",88 minutes
NR,Drama,"Mar 17, 1982","Mar 26, 2002",88 minutes
NR,Special Interest,"Mar 17, 1982","Mar 26, 2002",88 minutes
R,Action,"Oct 4, 1996","Aug 27, 1997",91 minutes
R,Adventure,"Oct 4, 1996","Aug 27, 1997",91 minutes
PG-13,Action,"Aug 29, 1986","Jul 22, 2003",90 minutes
PG-13,Adventure,"Aug 29, 1986","Jul 22, 2003",90 minutes
PG-13,Art House,"Aug 29, 1986","Jul 22, 2003",90 minutes
PG-13,International,"Aug 29, 1986","Jul 22, 2003",90 minutes
PG-13,Comedy,"Aug 29, 1986","Jul 22, 2003",90 minutes
PG-13,Drama,"Aug 29, 1986","Jul 22, 2003",90 minutes
PG,Action,"Sep 25, 1987","Jan 26, 1999",98 minutes
PG,Adventure,"Sep 25, 1987","Jan 26, 1999",98 minutes
PG,Comedy,"Sep 25, 1987","Jan 26, 1999",98 minutes
PG,Kids,"Sep 25, 1987","Jan 26, 1999",98 minutes
PG,Family,"Sep 25, 1987","Jan 26, 1999",98 minutes
PG,Science Fiction,"Sep 25, 1987","Jan 26, 1999",98 minutes
PG,Fantasy,"Sep 25, 1987","Jan 26, 1999",98 minutes
PG,Romance,"Sep 25, 1987","Jan 26, 1999",98 minutes
PG-13,Classics,"Feb 21, 2003","Jul 15, 2003",229 minutes
PG-13,Drama,"Feb 21, 2003","Jul 15, 2003",229 minutes
PG,Comedy,"Jul 16, 1982","Apr 4, 2006",110 minutes
PG,Drama,"Jul 16, 1982","Apr 4, 2006",110 minutes
NR,Art House,"Oct 6, 1980","Mar 8, 2005",90 minutes
NR,International,"Oct 6, 1980","Mar 8, 2005",90 minutes
NR,Drama,"Oct 6, 1980","Mar 8, 2005",90 minutes
NR,Special Interest,"Oct 6, 1980","Mar 8, 2005",90 minutes
R,Drama,"Feb 18, 2011","May 17, 2011",81 minutes
R,Mystery,"Feb 18, 2011","May 17, 2011",81 minutes
R,Suspense,"Feb 18, 2011","May 17, 2011",81 minutes
PG-13,Drama,"Feb 5, 1993","Sep 21, 1999",114 minutes
PG-13,Mystery,"Feb 5, 1993","Sep 21, 1999",114 minutes
PG-13,Suspense,"Feb 5, 1993","Sep 21, 1999",114 minutes
PG-13,Romance,"Feb 5, 1993","Sep 21, 1999",114 minutes
R,Comedy,"Oct 15, 1999","Jun 6, 2000",139 minutes
R,Drama,"Oct 15, 1999","Jun 6, 2000",139 minutes
R,Comedy,"Sep 8, 2000","Apr 3, 2001",108 minutes
R,Drama,"Sep 8, 2000","Apr 3, 2001",108 minutes
R,Drama,"Aug 4, 1983","Feb 1, 2005",149 minutes
R,Mystery,"Aug 4, 1983","Feb 1, 2005",149 minutes
R,Suspense,"Aug 4, 1983","Feb 1, 2005",149 minutes
PG-13,Drama,"Aug 8, 2014","Nov 4, 2014",112 minutes
PG-13,Musical,"Aug 8, 2014","Nov 4, 2014",112 minutes
PG-13,Performing Arts,"Aug 8, 2014","Nov 4, 2014",112 minutes
PG-13,Romance,"Aug 8, 2014","Nov 4, 2014",112 minutes
PG-13,Action,"Dec 17, 2004","Mar 1, 2005",112 minutes
PG-13,Adventure,"Dec 17, 2004","Mar 1, 2005",112 minutes
PG-13,Drama,"Dec 17, 2004","Mar 1, 2005",112 minutes
PG,Comedy,"Nov 15, 1996","Aug 27, 1997",88 minutes
PG,Kids,"Nov 15, 1996","Aug 27, 1997",88 minutes
PG,Family,"Nov 15, 1996","Aug 27, 1997",88 minutes
PG-13,Drama,"Jul 24, 2015","Oct 20, 2015",109 minutes
R,Action,"Dec 31, 1994","Jun 6, 2000",120 minutes
R,Adventure,"Dec 31, 1994","Jun 6, 2000",120 minutes
R,Science Fiction,"Dec 31, 1994","Jun 6, 2000",120 minutes
R,Fantasy,"Dec 31, 1994","Jun 6, 2000",120 minutes
R,Comedy,"Apr 30, 1999","Aug 28, 2001",92 minutes
R,Horror,"Apr 30, 1999","Aug 28, 2001",92 minutes
R,Comedy,"Apr 14, 2000","Sep 5, 2000",97 minutes
R,Drama,"Apr 14, 2000","Sep 5, 2000",97 minutes
R,Horror,"Apr 14, 2000","Sep 5, 2000",97 minutes
R,Mystery,"Apr 14, 2000","Sep 5, 2000",97 minutes
R,Suspense,"Apr 14, 2000","Sep 5, 2000",97 minutes
PG,Comedy,"Aug 23, 1985","Sep 9, 2014",92 minutes
PG,Science Fiction,"Aug 23, 1985","Sep 9, 2014",92 minutes
PG,Fantasy,"Aug 23, 1985","Sep 9, 2014",92 minutes
NR,Action,"Jan 1, 1955","Jan 22, 1992",89 minutes
NR,Adventure,"Jan 1, 1955","Jan 22, 1992",89 minutes
NR,Drama,"Jan 1, 1955","Jan 22, 1992",89 minutes
R,Horror,"Jan 1, 2001","Apr 2, 2002",89 minutes
R,Science Fiction,"Jan 1, 2001","Apr 2, 2002",89 minutes
R,Fantasy,"Jan 1, 2001","Apr 2, 2002",89 minutes
R,Television,"Jan 1, 2001","Apr 2, 2002",89 minutes
R,Romance,"Jan 1, 2001","Apr 2, 2002",89 minutes
PG-13,Comedy,"Sep 9, 1988","Aug 3, 2004",104 minutes
NR,Art House,"Oct 18, 2002","Jul 6, 2004",112 minutes
NR,International,"Oct 18, 2002","Jul 6, 2004",112 minutes
NR,Drama,"Oct 18, 2002","Jul 6, 2004",112 minutes
